,client_id,sex,birth_date,district_id
872,921,Female,1954-02-13,7
873,922,Female,1972-08-16,22
874,923,Male,1978-08-22,22
875,924,Male,1953-07-12,1
876,925,Male,1959-08-13,54
877,926,Male,1981-01-22,1
878,927,Male,1974-10-26,1
879,928,Female,1951-10-10,66
880,929,Male,1935-04-23,30
881,930,Female,1959-08-25,68
882,931,Male,1968-06-07,16
883,932,Male,1947-09-27,3
884,933,Female,1978-03-11,33
885,934,Male,1982-08-19,33
886,935,Female,1946-05-17,42
887,936,Male,1943-07-30,42
888,937,Male,1931-11-14,1
889,938,Female,1944-08-07,59
890,939,Male,1952-08-03,21
891,940,Male,1960-08-11,53
892,941,Male,1935-10-05,10
893,942,Female,1931-09-02,12
894,943,Male,1936-09-26,12
895,944,Male,1970-12-18,39
896,945,Female,1977-01-10,39
897,946,Male,1951-08-06,54
898,948,Male,1924-04-22,49
899,949,Male,1976-07-27,3
900,950,Female,1965-04-12,76
901,951,Male,1960-09-17,76
902,952,Female,1951-05-01,63
903,953,Male,1937-10-17,25
904,954,Female,1942-10-20,1
905,955,Male,1970-01-28,57
906,956,Male,1966-10-21,1
907,957,Female,1941-12-23,56
908,958,Male,1942-05-04,56
909,959,Female,1962-09-12,11
910,960,Female,1957-04-13,16
911,961,Female,1931-10-04,15
912,962,Male,1966-02-19,19
913,963,Female,1966-12-17,64
914,964,Female,1953-10-21,10
915,965,Female,1972-12-01,13
916,966,Male,1978-09-02,13
917,967,Male,1979-06-20,76
918,968,Male,1957-02-17,69
919,970,Male,1957-03-29,36
920,971,Female,1919-01-01,46
921,972,Male,1917-05-06,46
922,973,Female,1970-10-06,14
923,974,Male,1963-06-24,14
924,975,Female,1959-07-12,1
925,976,Female,1955-11-19,16
926,977,Female,1926-05-10,76
927,978,Female,1968-06-09,56
928,979,Male,1966-11-18,56
929,980,Male,1961-09-30,40
930,981,Male,1960-06-28,5
931,984,Male,1949-07-03,20
932,985,Female,1947-01-13,20
933,986,Male,1955-05-16,74
934,987,Male,1952-05-20,60
935,988,Female,1939-10-01,40
936,989,Male,1933-08-15,40
937,990,Male,1961-12-24,71
938,991,Male,1941-06-27,32
939,992,Male,1948-05-21,19
940,993,Female,1969-10-31,44
941,994,Male,1971-04-27,36
942,995,Female,1973-10-30,36
943,996,Female,1980-06-26,1
944,997,Male,1950-11-11,59
945,998,Female,1953-06-28,59
946,999,Female,1966-09-01,74
947,1000,Male,1961-10-27,74
948,1001,Male,1947-04-14,44
949,1002,Female,1944-03-08,42
950,1003,Female,1937-10-31,31
951,1004,Male,1957-09-25,3
952,1006,Female,1942-06-28,46
953,1007,Male,1938-01-05,46
954,1008,Male,1956-07-06,6
955,1009,Female,1962-04-27,33
956,1010,Male,1955-08-16,33
957,1011,Male,1939-07-13,16
958,1012,Female,1966-02-13,70
959,1013,Male,1973-03-12,70
960,1014,Male,1931-02-08,1
961,1015,Male,1934-03-13,62
962,1016,Female,1940-07-21,62
963,1017,Female,1943-02-12,6
964,1018,Male,1945-02-28,53
965,1019,Female,1946-12-22,14
966,1020,Female,1977-05-10,72
967,1021,Male,1977-08-05,2
968,1022,Male,1940-07-23,31
969,1023,Male,1938-12-28,1
970,1024,Male,1956-03-29,25
971,1025,Male,1964-07-08,15
972,1026,Male,1979-08-12,57
973,1027,Female,1940-11-04,1
974,1028,Male,1934-10-02,1
975,1029,Female,1954-03-16,1
976,1030,Male,1947-10-11,1
977,1031,Female,1968-12-11,2
978,1032,Female,1938-10-30,1
979,1033,Male,1937-10-14,1
980,1034,Female,1974-11-11,52
981,1035,Female,1971-03-28,13
982,1036,Male,1976-12-06,13
983,1037,Female,1965-11-01,1
984,1038,Female,1961-09-23,69
985,1039,Female,1980-10-11,70
986,1040,Male,1960-06-17,1
987,1041,Male,1961-07-05,72
988,1042,Female,1966-09-25,17
989,1043,Male,1963-11-16,17
990,1044,Female,1971-09-13,9
991,1045,Female,1947-12-24,60
992,1046,Male,1975-08-24,1
993,1047,Female,1963-07-11,16
994,1048,Female,1974-10-03,70
995,1049,Male,1942-11-11,1
996,1050,Female,1971-07-01,27
997,1051,Female,1971-08-26,73
998,1052,Male,1964-03-11,56
999,1053,Female,1958-06-03,56
1000,1054,Male,1924-08-20,63
1001,1055,Male,1919-05-17,4
1002,1056,Male,1963-06-19,1
1003,1057,Male,1939-02-21,52
1004,1058,Female,1975-08-01,9
1005,1059,Male,1960-06-03,26
1006,1060,Female,1957-12-17,26
1007,1062,Male,1975-01-08,16
1008,1063,Female,1976-06-12,16
1009,1064,Female,1951-02-03,1
1010,1065,Male,1957-11-26,2
1011,1066,Male,1940-10-18,1
1012,1067,Male,1952-05-14,1
1013,1068,Female,1926-10-20,13
1014,1069,Female,1938-02-21,54
1015,1070,Male,1938-12-02,54
1016,1071,Male,1925-01-25,43
1017,1072,Female,1966-12-08,60
1018,1073,Male,1924-04-10,34
1019,1074,Female,1928-08-25,34
1020,1075,Female,1934-06-04,65
1021,1076,Female,1979-05-11,53
1022,1077,Male,1920-06-23,46
1023,1078,Female,1978-12-15,24
1024,1079,Male,1961-07-15,3
1025,1080,Female,1950-10-06,54
1026,1081,Male,1970-12-16,71
1027,1082,Male,1967-02-23,9
1028,1083,Male,1937-12-15,48
1029,1084,Female,1944-04-09,48
1030,1085,Female,1932-12-19,60
1031,1086,Male,1973-05-04,74
1032,1087,Female,1978-07-30,74
1033,1088,Female,1969-08-23,47
1034,1089,Male,1939-12-09,1
1035,1090,Female,1939-06-20,35
1036,1091,Female,1940-06-27,59
1037,1092,Female,1962-07-20,41
1038,1093,Female,1976-07-28,62
1039,1094,Female,1960-10-04,30
1040,1095,Male,1954-02-16,30
1041,1096,Female,1926-03-03,1
1042,1097,Male,1930-09-02,1
1043,1098,Female,1948-09-10,60
1044,1099,Female,1979-11-21,65
1045,1100,Male,1951-07-04,59
1046,1101,Male,1946-06-22,74
1047,1102,Male,1935-01-29,72
1048,1103,Male,1951-08-18,1
1049,1104,Female,1955-02-09,1
1050,1105,Male,1942-01-03,56
1051,1106,Female,1940-02-25,56
1052,1107,Male,1961-04-26,60
1053,1108,Female,1955-12-22,62
1054,1109,Female,1931-09-01,58
1055,1110,Female,1928-03-24,10
1056,1111,Male,1979-06-04,61
1057,1112,Female,1930-07-25,13
1058,1113,Male,1976-08-20,11
1059,1114,Male,1980-06-18,59
1060,1115,Female,1920-08-24,36
1061,1116,Female,1973-04-19,69
1062,1117,Female,1976-11-01,20
1063,1118,Male,1969-11-03,20
1064,1119,Female,1980-01-05,54
1065,1120,Female,1973-10-21,41
1066,1121,Male,1939-03-02,59
1067,1122,Male,1921-02-18,20
1068,1123,Female,1922-08-26,20
1069,1124,Male,1928-04-12,21
1070,1125,Female,1934-03-30,9
1071,1126,Male,1935-10-23,9
1072,1127,Male,1974-11-12,23
1073,1128,Male,1930-07-16,7
1074,1129,Male,1931-09-24,43
1075,1130,Female,1940-11-26,70
1076,1131,Female,1947-10-28,55
1077,1132,Male,1948-03-21,55
1078,1133,Female,1958-09-15,37
1079,1134,Male,1959-10-01,37
1080,1135,Male,1952-07-21,8
1081,1136,Female,1976-09-18,9
1082,1137,Female,1977-03-05,1
1083,1138,Female,1970-09-30,70
1084,1139,Male,1973-09-22,70
1085,1140,Male,1946-02-24,18
1086,1141,Female,1941-04-22,21
1087,1142,Female,1946-11-19,59
1088,1143,Male,1946-05-15,59
1089,1145,Female,1968-09-14,58
1090,1146,Male,1965-11-14,54
1091,1147,Male,1930-05-12,3
1092,1148,Male,1941-05-15,41
1093,1149,Female,1976-09-25,14
1094,1150,Female,1945-06-24,74
1095,1151,Male,1973-03-06,59
1096,1152,Male,1981-03-12,74
1097,1153,Female,1980-11-15,70
1098,1154,Male,1924-01-31,72
1099,1155,Female,1922-07-10,72
1100,1156,Female,1933-11-11,1
1101,1157,Female,1958-12-30,4
1102,1158,Female,1954-08-21,1
1103,1159,Male,1944-02-03,64
1104,1160,Female,1938-07-28,64
1105,1161,Male,1973-05-25,7
1106,1162,Female,1975-02-19,26
1107,1163,Male,1964-08-28,20
1108,1164,Female,1959-09-14,15
1109,1165,Female,1942-10-02,15
1110,1166,Male,1959-06-27,74
1111,1167,Female,1954-03-17,74
1112,1168,Male,1978-05-31,19
1113,1169,Female,1941-01-24,18
1114,1170,Male,1977-04-28,12
1115,1171,Female,1974-03-28,46
1116,1172,Female,1923-06-13,54
1117,1173,Male,1922-06-02,54
1118,1174,Female,1970-03-13,29
1119,1175,Male,1925-10-25,1
1120,1176,Female,1918-08-31,1
1121,1177,Female,1939-06-21,77
1122,1178,Female,1971-10-04,1
1123,1179,Female,1930-10-05,1
1124,1180,Male,1944-10-06,21
1125,1181,Male,1939-11-12,1
1126,1182,Female,1946-10-16,66
1127,1183,Male,1942-11-29,54
1128,1186,Female,1947-08-05,2
1129,1187,Female,1961-09-06,32
1130,1188,Male,1968-09-19,32
1131,1189,Female,1932-02-15,74
1132,1190,Female,1976-04-12,15
1133,1191,Male,1977-06-02,15
1134,1192,Female,1925-01-01,10
1135,1193,Male,1926-01-29,19
1136,1194,Female,1939-06-14,17
1137,1195,Female,1939-01-22,39
1138,1196,Male,1943-04-16,22
1139,1197,Female,1966-10-02,6
1140,1198,Female,1975-02-17,72
1141,1199,Female,1976-10-24,64
1142,1200,Female,1931-11-17,47
1143,1201,Male,1945-09-10,54
1144,1202,Female,1980-10-11,47
1145,1204,Female,1974-11-09,77
1146,1206,Male,1957-06-21,50
1147,1207,Female,1939-09-17,28
1148,1208,Female,1975-09-01,70
1149,1209,Female,1957-04-09,36
1150,1210,Male,1961-10-12,6
1151,1211,Male,1978-07-14,1
1152,1212,Female,1927-09-19,13
1153,1213,Male,1966-04-28,1
1154,1214,Male,1940-11-15,61
1155,1215,Male,1944-05-06,45
1156,1216,Female,1945-06-12,65
1157,1217,Male,1937-04-17,59
1158,1218,Male,1980-05-27,74
1159,1219,Male,1944-07-31,1
1160,1220,Female,1953-12-16,40
1161,1221,Female,1973-05-18,14
1162,1222,Female,1939-11-30,7
1163,1223,Female,1955-08-13,14
1164,1224,Male,1938-05-12,56
1165,1225,Male,1946-08-21,42
1166,1226,Female,1951-04-14,33
1167,1227,Male,1955-10-02,33
1168,1228,Female,1949-08-28,21
1169,1229,Male,1971-02-02,19
1170,1231,Female,1965-09-27,20
1171,1232,Male,1959-04-13,20
1172,1233,Male,1942-10-22,68
1173,1234,Male,1975-01-15,23
1174,1235,Female,1979-07-12,23
1175,1236,Female,1967-04-28,26
1176,1237,Male,1923-11-07,57
1177,1238,Male,1935-09-01,74
1178,1239,Female,1976-09-09,11
1179,1240,Female,1976-08-24,32
1180,1241,Female,1942-12-17,73
1181,1242,Female,1944-08-21,73
1182,1243,Female,1974-10-05,11
1183,1244,Male,1964-05-02,1
1184,1245,Male,1979-08-13,64
1185,1246,Male,1962-11-19,70
1186,1247,Female,1969-10-09,70
1187,1248,Male,1971-06-24,19
1188,1250,Female,1952-08-01,43
1189,1251,Male,1959-05-30,1
1190,1252,Female,1953-08-19,1
1191,1253,Female,1967-08-28,14
1192,1254,Female,1939-08-31,3
1193,1255,Female,1966-08-07,1
1194,1256,Female,1955-11-13,46
1195,1257,Female,1928-09-01,35
1196,1258,Male,1924-09-20,35
1197,1259,Male,1966-09-29,18
1198,1260,Female,1945-01-03,57
1199,1261,Male,1951-09-28,57
1200,1262,Male,1952-04-03,35
1201,1263,Female,1959-02-25,35
1202,1264,Female,1976-10-03,61
1203,1265,Female,1958-12-21,57
1204,1266,Female,1952-11-24,71
1205,1267,Female,1954-02-11,29
1206,1268,Male,1949-03-30,29
1207,1269,Female,1948-12-31,1
1208,1270,Male,1930-05-16,13
1209,1271,Male,1935-11-29,47
1210,1272,Male,1944-04-15,8
1211,1273,Male,1978-06-15,6
1212,1274,Male,1976-01-25,44
1213,1275,Female,1951-10-10,1
1214,1276,Female,1942-04-26,68
1215,1277,Male,1931-04-07,70
1216,1278,Male,1978-09-12,72
1217,1279,Male,1956-07-11,16
1218,1280,Male,1952-05-08,34
1219,1281,Female,1949-12-28,34
1220,1282,Male,1936-11-27,52
1221,1283,Female,1939-02-09,66
1222,1284,Male,1943-08-04,66
1223,1285,Male,1939-11-26,62
1224,1286,Female,1950-03-13,52
1225,1287,Female,1944-08-09,65
1226,1288,Male,1972-05-20,73
1227,1289,Male,1946-09-18,59
1228,1290,Male,1976-01-29,35
1229,1291,Female,1964-04-18,1
1230,1292,Male,1977-04-28,14
1231,1293,Male,1927-01-29,1
1232,1294,Female,1930-05-29,1
1233,1295,Female,1944-02-09,74
1234,1296,Female,1959-08-01,55
1235,1297,Female,1918-01-28,64
1236,1298,Male,1921-03-15,64
1237,1299,Female,1920-10-16,2
1238,1300,Male,1979-10-27,45
1239,1303,Female,1940-08-16,42
1240,1304,Male,1936-07-28,37
1241,1305,Female,1945-04-28,55
1242,1306,Female,1922-10-08,32
1243,1307,Male,1953-04-08,74
1244,1308,Male,1954-02-18,69
1245,1309,Male,1975-06-17,1
1246,1310,Female,1977-09-24,41
1247,1311,Female,1956-12-18,54
1248,1312,Female,1935-04-03,35
1249,1313,Male,1970-11-20,54
1250,1314,Female,1975-06-09,54
1251,1315,Male,1923-02-26,34
1252,1316,Female,1946-11-13,67
1253,1317,Male,1945-05-18,67
1254,1318,Male,1931-03-10,47
1255,1321,Female,1977-11-09,35
1256,1322,Female,1945-09-22,4
1257,1323,Male,1944-01-06,70
1258,1324,Female,1956-08-07,66
1259,1325,Male,1945-09-19,39
1260,1326,Female,1956-05-12,55
1261,1327,Female,1963-12-31,20
1262,1328,Female,1937-06-05,42
1263,1329,Male,1918-02-16,26
1264,1330,Male,1968-09-17,66
1265,1331,Male,1963-11-24,54
1266,1332,Female,1957-11-27,5
1267,1333,Male,1949-04-20,48
1268,1334,Male,1978-02-06,8
1269,1335,Female,1961-01-25,1
1270,1336,Male,1962-11-04,1
1271,1337,Female,1979-03-29,56
1272,1338,Male,1983-07-26,56
1273,1339,Male,1959-05-04,22
1274,1340,Female,1939-03-20,68
1275,1341,Female,1962-06-17,69
1276,1343,Female,1939-08-16,1
1277,1344,Male,1935-02-18,1
1278,1345,Male,1968-05-22,32
1279,1346,Male,1954-08-29,13
1280,1347,Male,1970-03-06,13
1281,1348,Female,1975-06-07,13
1282,1349,Female,1968-01-07,26
1283,1350,Male,1959-04-28,1
1284,1351,Female,1951-09-24,1
1285,1352,Female,1971-04-01,54
1286,1353,Male,1959-02-13,27
1287,1354,Male,1921-01-14,64
1288,1355,Female,1976-02-01,35
1289,1356,Male,1932-09-18,1
1290,1359,Female,1951-09-04,1
1291,1360,Male,1946-08-19,1
1292,1361,Female,1922-09-29,1
1293,1362,Male,1929-01-03,1
1294,1363,Female,1979-12-27,6
1295,1364,Male,1933-12-28,1
1296,1365,Female,1938-02-23,1
1297,1366,Female,1980-03-02,12
1298,1367,Female,1965-10-27,60
1299,1368,Male,1957-12-30,60
1300,1369,Male,1978-10-23,41
1301,1370,Female,1965-01-11,34
1302,1371,Female,1948-10-22,49
1303,1372,Female,1976-12-07,28
1304,1373,Female,1975-02-08,74
1305,1375,Male,1977-01-27,69
1306,1376,Male,1958-09-03,18
1307,1377,Female,1951-07-23,18
1308,1378,Female,1941-11-25,74
1309,1379,Male,1937-02-18,74
1310,1380,Female,1953-07-29,44
1311,1382,Female,1979-11-23,18
1312,1383,Male,1982-10-05,29
1313,1384,Female,1953-04-24,40
1314,1385,Male,1953-08-30,22
1315,1386,Female,1956-08-09,22
1316,1387,Female,1977-02-22,1
1317,1388,Female,1962-09-06,5
1318,1389,Female,1927-03-04,43
1319,1390,Female,1979-05-27,59
1320,1391,Male,1965-11-22,41
1321,1392,Male,1932-02-06,50
1322,1393,Female,1934-05-01,50
1323,1394,Female,1942-08-22,49
1324,1395,Male,1941-10-18,49
1325,1396,Female,1946-03-14,39
1326,1397,Female,1921-12-25,66
1327,1401,Male,1981-07-24,35
1328,1402,Male,1936-11-25,44
1329,1403,Female,1944-01-02,44
1330,1404,Female,1968-12-20,11
1331,1406,Female,1948-11-12,29
1332,1407,Male,1941-08-04,29
1333,1408,Male,1969-08-07,49
1334,1409,Male,1951-04-30,25
1335,1410,Male,1944-02-03,18
1336,1411,Female,1939-08-06,18
1337,1412,Male,1979-11-05,6
1338,1413,Female,1969-07-16,11
1339,1414,Female,1974-11-13,70
1340,1416,Male,1927-12-02,19
1341,1417,Female,1966-11-12,27
1342,1418,Female,1974-06-16,41
1343,1419,Female,1918-01-25,74
1344,1420,Male,1916-01-20,74
1345,1421,Female,1956-02-10,20
1346,1422,Female,1976-02-23,69
1347,1423,Male,1982-04-11,69
1348,1424,Male,1952-01-05,8
1349,1425,Male,1968-08-27,12
1350,1426,Female,1964-04-30,12
1351,1427,Female,1965-12-16,14
1352,1428,Male,1920-04-23,12
1353,1429,Female,1927-09-04,12
1354,1430,Female,1982-05-29,64
1355,1431,Female,1930-11-08,55
1356,1432,Female,1961-08-17,16
1357,1433,Female,1959-07-10,72
1358,1434,Male,1967-03-25,72
1359,1435,Male,1953-06-25,52
1360,1438,Female,1963-10-25,29
1361,1439,Male,1974-09-10,29
1362,1440,Male,1978-01-17,1
1363,1441,Female,1931-12-05,42
1364,1442,Male,1933-04-18,42
1365,1443,Male,1935-01-25,29
1366,1444,Female,1942-07-14,29
1367,1445,Male,1941-07-24,68
1368,1446,Male,1954-07-29,70
1369,1447,Female,1952-06-21,70
1370,1448,Female,1957-10-09,50
1371,1449,Male,1949-06-29,41
1372,1450,Female,1969-03-17,61
1373,1452,Female,1940-05-28,72
1374,1453,Female,1966-03-29,29
1375,1454,Male,1925-10-03,73
1376,1455,Female,1927-09-02,73
1377,1456,Male,1928-04-24,70
1378,1457,Female,1934-10-12,70
1379,1458,Male,1938-04-08,67
1380,1459,Male,1976-09-08,4
1381,1460,Female,1933-03-13,23
1382,1461,Male,1969-12-21,28
1383,1462,Male,1941-03-02,49
1384,1463,Female,1936-01-26,70
1385,1464,Female,1928-04-01,36
1386,1465,Male,1931-01-06,36
1387,1466,Male,1953-08-22,39
1388,1467,Male,1924-09-30,65
1389,1468,Female,1940-04-16,77
1390,1469,Female,1966-09-14,54
1391,1470,Male,1942-05-04,1
1392,1471,Female,1938-09-15,1
1393,1472,Female,1967-09-10,1
1394,1473,Female,1931-12-06,1
1395,1474,Female,1971-12-15,45
1396,1475,Male,1932-03-31,19
1397,1476,Male,1970-11-30,70
1398,1478,Male,1969-08-21,4
1399,1479,Male,1956-06-22,1
1400,1480,Male,1943-05-28,69
1401,1481,Female,1933-11-23,62
1402,1482,Female,1950-03-28,46
1403,1483,Female,1951-05-10,1
1404,1484,Male,1952-06-18,1
1405,1485,Male,1978-05-14,7
1406,1486,Female,1974-09-13,7
1407,1487,Female,1976-08-27,48
1408,1488,Male,1961-01-09,31
1409,1489,Male,1928-01-24,6
1410,1490,Male,1928-04-20,42
1411,1491,Male,1982-04-21,19
1412,1492,Female,1968-05-09,9
1413,1493,Male,1922-12-29,1
1414,1494,Female,1915-03-22,1
1415,1495,Female,1931-02-10,1
1416,1496,Female,1942-06-08,1
1417,1497,Female,1948-08-03,53
1418,1498,Male,1941-02-09,53
1419,1499,Female,1951-11-29,74
1420,1500,Male,1981-12-12,1
1421,1501,Male,1946-01-22,68
1422,1502,Male,1973-01-24,68
1423,1503,Male,1922-09-01,58
1424,1504,Female,1918-01-16,58
1425,1505,Female,1971-06-25,65
1426,1506,Male,1931-06-25,22
1427,1507,Female,1929-11-22,22
1428,1508,Female,1954-06-30,67
1429,1509,Female,1942-04-19,62
1430,1510,Female,1948-01-30,34
1431,1511,Female,1962-03-06,13
1432,1512,Female,1942-08-11,5
1433,1513,Male,1959-08-21,74
1434,1514,Male,1957-08-02,68
1435,1516,Female,1946-10-17,38
1436,1517,Male,1956-10-02,66
1437,1518,Female,1960-07-28,3
1438,1519,Male,1959-07-06,3
1439,1520,Male,1956-11-05,72
1440,1521,Male,1979-10-10,5
1441,1522,Female,1968-05-14,52
1442,1523,Female,1931-08-30,29
1443,1524,Female,1962-01-13,30
1444,1525,Male,1943-03-09,1
1445,1526,Female,1935-03-15,1
1446,1527,Male,1934-12-18,49
1447,1528,Male,1964-03-20,57
1448,1529,Female,1972-06-20,43
1449,1530,Female,1945-08-06,74
1450,1531,Female,1960-06-28,52
1451,1532,Male,1962-10-30,52
1452,1533,Male,1960-12-22,55
1453,1534,Female,1952-12-22,17
1454,1535,Male,1936-10-28,40
1455,1536,Female,1967-10-13,37
1456,1537,Male,1979-12-07,54
1457,1539,Male,1923-11-19,32
1458,1540,Male,1937-11-07,36
1459,1541,Female,1933-03-06,36
1460,1542,Male,1919-12-08,31
1461,1543,Female,1927-06-02,31
1462,1546,Male,1930-04-13,28
1463,1547,Female,1927-12-20,28
1464,1548,Male,1923-03-04,70
1465,1549,Female,1928-11-14,70
1466,1550,Female,1946-11-21,8
1467,1554,Male,1944-12-15,55
1468,1555,Male,1950-09-14,30
1469,1556,Male,1950-04-02,66
1470,1557,Female,1959-12-14,35
1471,1558,Female,1927-01-25,11
1472,1559,Male,1940-10-20,72
1473,1561,Female,1923-09-16,1
1474,1562,Male,1919-08-14,1
1475,1563,Male,1978-08-06,3
1476,1564,Female,1947-06-25,40
1477,1565,Male,1960-05-19,71
1478,1566,Female,1966-10-20,15
1479,1567,Male,1930-04-19,50
1480,1568,Female,1927-06-29,50
1481,1569,Female,1956-07-17,54
1482,1570,Male,1958-06-17,54
1483,1571,Female,1967-10-15,7
1484,1572,Female,1963-12-12,1
1485,1574,Male,1979-02-18,18
1486,1575,Female,1923-10-06,55
1487,1576,Male,1919-05-02,55
1488,1577,Male,1944-04-19,23
1489,1578,Female,1971-08-15,40
1490,1579,Male,1963-10-13,27
1491,1580,Female,1968-06-18,1
1492,1581,Female,1963-04-15,56
1493,1582,Male,1934-02-14,54
1494,1583,Female,1972-01-08,1
1495,1584,Female,1962-01-29,1
1496,1585,Male,1935-07-20,60
1497,1586,Female,1934-01-12,60
1498,1587,Male,1928-05-05,23
1499,1588,Male,1950-10-29,45
1500,1589,Female,1951-11-27,48
1501,1590,Female,1940-08-10,13
1502,1591,Female,1953-07-07,42
1503,1592,Male,1928-04-11,56
1504,1593,Female,1925-05-31,56
1505,1594,Male,1939-09-29,56
1506,1595,Female,1954-12-16,56
1507,1596,Female,1978-10-22,58
1508,1597,Male,1956-05-10,60
1509,1598,Male,1925-04-25,67
1510,1599,Male,1964-10-08,43
1511,1600,Female,1965-06-15,43
1512,1601,Female,1969-03-29,42
1513,1602,Male,1968-12-30,42
1514,1603,Male,1968-08-27,26
1515,1604,Female,1969-07-21,26
1516,1605,Female,1980-09-21,52
1517,1606,Male,1982-09-02,65
1518,1607,Female,1941-05-26,8
1519,1608,Male,1941-11-11,53
1520,1609,Female,1944-05-30,53
1521,1610,Female,1942-04-23,68
1522,1611,Female,1963-12-02,59
1523,1612,Male,1959-06-30,59
1524,1613,Male,1961-01-15,50
1525,1614,Male,1938-05-18,21
1526,1615,Female,1952-04-28,74
1527,1616,Male,1938-05-23,54
1528,1617,Female,1950-04-30,5
1529,1618,Female,1979-12-07,17
1530,1619,Female,1942-01-27,74
1531,1620,Male,1936-05-15,74
1532,1621,Female,1952-04-05,76
1533,1622,Male,1950-10-12,52
1534,1623,Male,1963-07-09,36
1535,1624,Male,1965-09-10,9
1536,1625,Female,1973-07-12,9
1537,1628,Female,1957-03-25,12
1538,1629,Male,1966-09-01,28
1539,1630,Female,1964-02-19,28
1540,1631,Male,1976-04-30,74
1541,1632,Female,1943-02-20,8
1542,1633,Female,1972-08-28,55
1543,1634,Male,1969-11-10,55
1544,1635,Female,1930-09-02,75
1545,1636,Male,1932-09-12,75
1546,1637,Male,1943-10-20,21
1547,1638,Female,1954-01-30,40
1548,1639,Female,1959-05-01,1
1549,1640,Female,1953-06-13,51
1550,1641,Female,1923-01-28,31
1551,1642,Female,1959-10-10,1
1552,1643,Female,1976-04-17,39
1553,1644,Male,1976-06-06,56
1554,1645,Female,1961-03-10,39
1555,1646,Male,1966-03-17,8
1556,1647,Female,1978-03-26,71
1557,1648,Male,1952-03-12,46
1558,1649,Female,1950-03-16,46
1559,1650,Male,1953-03-29,1
1560,1651,Female,1966-07-10,11
1561,1653,Male,1944-06-19,42
1562,1654,Male,1963-12-08,60
1563,1655,Male,1972-02-04,74
1564,1656,Female,1968-06-18,22
1565,1657,Male,1935-10-02,32
1566,1658,Female,1929-08-21,52
1567,1659,Female,1937-12-15,1
1568,1660,Female,1982-12-11,1
1569,1661,Female,1953-04-16,47
1570,1662,Male,1967-09-07,53
1571,1663,Male,1957-04-29,19
1572,1664,Female,1918-11-10,64
1573,1665,Male,1912-03-02,64
1574,1666,Male,1941-08-31,1
1575,1667,Female,1940-08-13,1
1576,1668,Female,1949-08-17,20
1577,1669,Male,1952-10-25,47
1578,1670,Male,1961-05-07,53
1579,1671,Female,1931-09-15,57
1580,1672,Male,1928-01-07,57
1581,1673,Male,1972-07-09,48
1582,1674,Female,1920-10-27,11
1583,1675,Male,1940-02-15,74
1584,1676,Male,1953-02-03,53
1585,1677,Female,1946-09-07,53
1586,1679,Female,1942-04-17,67
1587,1680,Female,1975-03-28,29
1588,1681,Male,1940-11-25,34
1589,1682,Male,1956-09-07,69
1590,1683,Female,1951-12-24,15
1591,1684,Male,1946-10-25,15
1592,1685,Female,1944-04-21,61
1593,1686,Female,1947-11-08,1
1594,1687,Male,1947-02-27,1
1595,1688,Male,1923-08-10,32
1596,1689,Male,1936-12-04,1
1597,1690,Female,1947-08-17,46
1598,1691,Female,1978-02-08,21
1599,1692,Male,1972-02-07,62
1600,1693,Female,1980-07-06,45
1601,1694,Male,1979-12-27,45
1602,1696,Female,1923-03-21,1
1603,1697,Female,1964-01-10,55
1604,1698,Male,1967-11-21,55
1605,1699,Male,1955-03-11,17
1606,1700,Male,1949-03-09,7
1607,1701,Female,1945-06-11,7
1608,1702,Female,1973-04-07,53
1609,1703,Male,1918-01-11,50
1610,1704,Female,1914-10-03,50
1611,1705,Female,1946-07-01,19
1612,1706,Male,1944-07-19,19
1613,1707,Male,1951-02-18,10
1614,1709,Female,1952-12-13,74
1615,1710,Male,1944-02-11,54
1616,1711,Female,1962-06-14,64
1617,1712,Male,1964-01-01,64
1618,1713,Male,1935-04-21,65
1619,1714,Male,1945-05-22,58
1620,1717,Female,1979-03-07,73
1621,1718,Male,1938-07-27,75
1622,1719,Male,1970-08-09,35
1623,1720,Female,1934-02-24,33
1624,1721,Male,1934-07-02,33
1625,1722,Male,1933-10-01,68
1626,1723,Female,1981-02-28,71
1627,1724,Female,1934-10-21,68
1628,1725,Female,1959-01-18,76
1629,1726,Male,1952-06-03,76
1630,1727,Male,1951-01-21,32
1631,1728,Female,1946-08-18,32
1632,1729,Male,1947-05-16,76
1633,1730,Male,1932-12-15,40
1634,1731,Female,1968-11-30,17
1635,1733,Female,1974-07-20,57
1636,1734,Male,1975-11-10,26
1637,1735,Female,1976-05-31,26
1638,1736,Female,1979-04-17,41
1639,1737,Male,1955-07-30,27
1640,1738,Female,1963-01-25,27
1641,1741,Male,1932-07-02,70
1642,1742,Male,1954-06-06,1
1643,1743,Male,1959-07-27,3
1644,1744,Female,1969-12-28,50
1645,1745,Female,1959-10-18,23
1646,1746,Female,1959-09-10,11
1647,1747,Male,1956-02-20,11
1648,1748,Male,1976-12-31,64
1649,1749,Female,1928-11-17,50
1650,1750,Male,1964-12-31,23
1651,1751,Male,1959-01-24,54
1652,1752,Male,1978-11-23,70
1653,1753,Female,1979-02-26,60
1654,1754,Male,1979-05-29,57
1655,1755,Female,1965-08-18,65
1656,1756,Male,1936-07-08,1
1657,1757,Female,1937-09-30,1
1658,1758,Male,1947-11-13,35
1659,1759,Female,1923-01-16,63
